Key,ParentId,Name,Channel,Channel Parent,Customer Since,Industry,Location,Sales Manager,Salesperson
C013391,C3000,Quantum Projects Group,Wholesale,Total Channel,1/20/2019,Retail,SA,Ricky Roma,Shad Jensen
C013392,C3000,Unified Connections International,Retail,Total Channel,6/23/2023,Construction,ZA,Ricky Roma,Shad Jensen
C013393,C3000,Future Fabrication Consulting,Wholesale,Total Channel,5/29/2016,Technology,FI,Jim Halpert,Jackie Chow
C013394,C3000,Future Connections Technologies,Wholesale,Total Channel,5/15/2017,Retail,IN,Don Draper,Inez Santos
C013395,C3000,Superior Global Inc.,Retail,Total Channel,11/25/2015,Construction,US-AZ,Jim Halpert,Deandre Rushubak
C013396,C3000,Premier Management Solutions,Distributor,Total Channel,4/13/2008,Construction,SA,Don Draper,Kristy Mejia
C013397,C3000,Velocity Enterprises Ventures,Private Label,Total Channel,8/22/2016,Technology,SE,Jim Halpert,Mavis Carrillo
C013398,C3000,Dynamic Analytics Holdings,Wholesale,Total Channel,10/8/2013,Manufacturing,SA,Jim Halpert,Celina Kaiser
C013399,C3000,Adaptive Enterprises Ventures,Private Label,Total Channel,8/13/2012,Construction,US-FL,Saul Goodman,Jean Saheed
C013400,C3000,Profound Engineering Partners,Wholesale,Total Channel,4/18/2013,Retail,CA-BC,Jim Halpert,Matt Lew
C013401,C3000,Revolutionary Synthesis Group,Wholesale,Total Channel,11/20/2010,Manufacturing,FI,Jim Halpert,Jackie Chow
C013402,C3000,Digital Resources Holdings,Distributor,Total Channel,7/14/2022,Construction,IN,Saul Goodman,Clarita Kiefer
C013403,C3000,NextGen Labworks Inc.,Distributor,Total Channel,3/14/2017,Agriculture,ZA,Don Draper,Mollie Ahmed
C013404,C3000,Streamlined Dynamics Corporation,Wholesale,Total Channel,4/28/2012,Agriculture,DE,Saul Goodman,Mikel Perez
C013405,C3000,NextGen Agencies Enterprises,Retail,Total Channel,9/22/2009,Technology,AU,Don Draper,Eloise Villaneuva
C013406,C3000,Visionary Agencies Holdings,Wholesale,Total Channel,7/31/2014,Agriculture,SA,Jim Halpert,Clarita Kiefer
C013407,C3000,Collaborative Architecture Partners,Distributor,Total Channel,4/30/2018,Retail,ZA,Don Draper,Carrie Conrad
C013408,C3000,Unified Synthesis Holdings,Private Label,Total Channel,3/12/2017,Technology,US-TX,Jim Halpert,Matt Lew
C013409,C3000,Profound Analytics Solutions,Distributor,Total Channel,7/13/2016,Manufacturing,US-IL,Don Draper,Celina Kaiser
C013410,C3000,Unified Analytics Ventures,Private Label,Total Channel,5/29/2022,Retail,AU,Don Draper,Jacqueline Lo
C013411,C3000,Brilliant Logistics Technologies,Distributor,Total Channel,9/15/2018,Finance,SE,Jim Halpert,Jacqueline Lo
C013412,C3000,Groundbreaking Labworks Solutions,Private Label,Total Channel,3/13/2014,Technology,CA-AB,Don Draper,Christa Peters
C013413,C3000,Digital Ventures Industries,Private Label,Total Channel,1/7/2014,Manufacturing,AR,Saul Goodman,Mavis Carrillo
C013414,C3000,Groundbreaking Mechanisms International,Retail,Total Channel,6/4/2012,Technology,FI,Ricky Roma,Mikel Perez
C013415,C3000,Evolving Insights Partners,Retail,Total Channel,3/27/2015,Manufacturing,CA-AB,Don Draper,Eloise Villaneuva
C013416,C3000,Progressive Solutions Group,Private Label,Total Channel,5/14/2008,Construction,SA,Don Draper,Matt Lew
C013417,C3000,Pioneering Networks Resources,Private Label,Total Channel,3/31/2011,Agriculture,ZA,Saul Goodman,Lakeisha Grimes
C013418,C3000,Strategic Designs Analytics,Private Label,Total Channel,6/13/2022,Retail,SE,Saul Goodman,Inez Santos
C013419,C3000,Stellar Logistics Ventures,Wholesale,Total Channel,9/22/2014,Technology,US-FL,Don Draper,Lane Mccan
C013420,C3000,Visionary Architecture Industries,Private Label,Total Channel,4/3/2016,Technology,FI,Saul Goodman,Clarita Kiefer
C013421,C3000,Evolving Analytics Ventures,Distributor,Total Channel,1/20/2012,Retail,ZA,Saul Goodman,Carrie Conrad
C013422,C3000,Elite Partners Innovations,Wholesale,Total Channel,12/30/2008,Retail,US-IL,Saul Goodman,Jacqueline Lo
C013423,C3000,Strategic Strategies Frameworks,Distributor,Total Channel,9/18/2013,Retail,GB,Don Draper,Mavis Carrillo
C013424,C3000,Visionary Planning Solutions,Private Label,Total Channel,4/30/2023,Retail,US-NY,Jim Halpert,Christa Peters
C013425,C3000,Superior Ventures Co.,Private Label,Total Channel,5/16/2019,Construction,US-AZ,Don Draper,Jonathan Wong
C013426,C3000,Hyper Concepts Solutions,Private Label,Total Channel,4/18/2014,Construction,US-TX,Saul Goodman,Clarita Kiefer
C013427,C3000,Elite Insights Partners,Private Label,Total Channel,10/11/2011,Retail,CA-ON,Ricky Roma,Deandre Rushubak
C013428,C3000,Modern Operations Solutions,Wholesale,Total Channel,10/8/2019,Technology,BR,Don Draper,Jean Saheed
C013429,C3000,Adaptive Frameworks Analytics,Wholesale,Total Channel,9/18/2022,Technology,CA-AB,Don Draper,Lakeisha Grimes
C013430,C3000,Elevated Labworks Holdings,Retail,Total Channel,7/31/2022,Retail,CA-AB,Saul Goodman,Mavis Carrillo
C013431,C3000,Pioneering Synthesis Consulting,Distributor,Total Channel,11/12/2019,Construction,CA-ON,Ricky Roma,Kristy Mejia
C013432,C3000,Quantum Designs Inc.,Wholesale,Total Channel,11/25/2014,Construction,US-TX,Don Draper,Jean Saheed
C013433,C3000,Global Innovations Dynamics,Distributor,Total Channel,11/20/2022,Manufacturing,US-FL,Ricky Roma,Matt Lew
C013434,C3000,Digital Enterprises Enterprises,Distributor,Total Channel,9/21/2012,Retail,US-IL,Saul Goodman,Shad Jensen
C013435,C3000,Infinite Strategies Consultants,Distributor,Total Channel,3/3/2013,Agriculture,US-AZ,Saul Goodman,Jonathan Wong
C013436,C3000,Driven Labs Solutions,Retail,Total Channel,6/14/2016,Agriculture,DE,Jim Halpert,Matt Lew
C013437,C3000,Superior Enterprises Solutions,Wholesale,Total Channel,10/16/2022,Manufacturing,SE,Saul Goodman,Inez Santos
C013438,C3000,Dynamic Focus Holdings,Retail,Total Channel,2/20/2020,Technology,CA-AB,Ricky Roma,Mavis Carrillo
C013439,C3000,Unified Consulting Solutions,Retail,Total Channel,5/26/2022,Manufacturing,CA-AB,Saul Goodman,Celina Kaiser
C013440,C3000,Collaborative Focus Solutions,Retail,Total Channel,5/8/2023,Retail,US-CA,Jim Halpert,Deandre Rushubak
C013441,C3000,Virtual Matrix Network,Retail,Total Channel,7/22/2009,Construction,CA-AB,Ricky Roma,Shad Jensen
C013442,C3000,Driven Focus Ltd.,Wholesale,Total Channel,8/24/2012,Manufacturing,AR,Ricky Roma,Celina Kaiser
C013443,C3000,Hyper Dynamics Ventures,Retail,Total Channel,6/11/2016,Technology,IN,Ricky Roma,Mavis Carrillo
C013444,C3000,Noble Solutions Partners,Private Label,Total Channel,5/3/2009,Agriculture,AU,Saul Goodman,Jackie Chow
C013445,C3000,Digital Partners Enterprises,Distributor,Total Channel,8/7/2009,Manufacturing,SE,Saul Goodman,Kirby Booth
C013446,C3000,Digital Nexus Global,Distributor,Total Channel,5/17/2021,Agriculture,US-FL,Saul Goodman,Jacqueline Lo
C013447,C3000,Elevated Consulting LLC,Retail,Total Channel,10/2/2010,Technology,AU,Jim Halpert,Eloise Villaneuva
C013448,C3000,Profound Concepts Ventures,Private Label,Total Channel,7/20/2022,Technology,AU,Ricky Roma,Clarita Kiefer
C013449,C3000,Bold Fabrication Network,Wholesale,Total Channel,5/22/2019,Manufacturing,US-NY,Saul Goodman,Mavis Carrillo
C013450,C3000,Robust Fabrication Ltd.,Wholesale,Total Channel,11/15/2008,Technology,FR,Don Draper,Celina Kaiser
C013451,C3000,Reliable Labworks Enterprises,Private Label,Total Channel,11/8/2019,Construction,AU,Ricky Roma,Eloise Villaneuva
C013452,C3000,Evolving Research Technologies,Wholesale,Total Channel,7/6/2012,Technology,FI,Saul Goodman,Carrie Conrad
C013453,C3000,NextGen Connections Ltd.,Retail,Total Channel,2/12/2022,Agriculture,SE,Jim Halpert,Eloise Villaneuva
C013454,C3000,Revolutionary Focus Holdings,Private Label,Total Channel,12/17/2011,Construction,SA,Saul Goodman,Lakeisha Grimes
C013455,C3000,Groundbreaking Architecture Development,Wholesale,Total Channel,12/7/2011,Agriculture,BR,Ricky Roma,Kristy Mejia
C013456,C3000,Cutting-Edge Concepts Enterprises,Private Label,Total Channel,5/7/2021,Technology,CA-BC,Don Draper,Jonathan Wong
C013457,C3000,Intelligent Insights International,Distributor,Total Channel,3/27/2023,Retail,US-TX,Jim Halpert,Carrie Conrad
C013458,C3000,Comprehensive Concepts Holdings,Wholesale,Total Channel,7/1/2008,Manufacturing,AU,Ricky Roma,Jackie Chow
C013459,C3000,Elite Synthesis Development,Distributor,Total Channel,11/21/2022,Agriculture,US-IL,Ricky Roma,Jean Saheed
C013460,C3000,Cutting-Edge Nexus Ltd.,Retail,Total Channel,3/25/2017,Agriculture,BR,Don Draper,Carrie Conrad
C013461,C3000,Quantum Research Development,Retail,Total Channel,9/8/2019,Manufacturing,US-TX,Saul Goodman,Matt Lew
C013462,C3000,Turbo Logistics Innovations,Retail,Total Channel,10/20/2021,Technology,US-IL,Don Draper,Jean Saheed
C013463,C3000,Innovative Planning Solutions,Wholesale,Total Channel,10/17/2019,Construction,CA-BC,Don Draper,Mollie Ahmed
C013464,C3000,Virtual Horizons Analytics,Distributor,Total Channel,3/30/2021,Manufacturing,IN,Saul Goodman,Celina Kaiser
C013465,C3000,Unified Development Holdings,Distributor,Total Channel,2/23/2012,Construction,SA,Don Draper,Clarita Kiefer
C013466,C3000,Bold Holdings Global,Private Label,Total Channel,10/17/2012,Construction,US-AZ,Saul Goodman,Kirby Booth
C013467,C3000,Superior Holdings Solutions,Distributor,Total Channel,1/24/2018,Construction,AU,Don Draper,Jackie Chow
C013468,C3000,Optimized Solutions Dynamics,Distributor,Total Channel,7/23/2016,Retail,US-TX,Ricky Roma,Deandre Rushubak
C013469,C3000,Elevated Enterprises Frameworks,Distributor,Total Channel,1/20/2012,Finance,US-FL,Don Draper,Shad Jensen
C013470,C3000,Advanced Enterprises Global,Private Label,Total Channel,6/17/2011,Finance,CA-AB,Don Draper,Christa Peters
C013471,C3000,Streamlined Fabrication Enterprises,Wholesale,Total Channel,11/28/2015,Manufacturing,CA-AB,Don Draper,Kristy Mejia
C013472,C3000,Hyper Fusion Global,Retail,Total Channel,1/13/2018,Agriculture,US-CA,Jim Halpert,Clarita Kiefer
C013473,C3000,Advanced Connections Partners,Private Label,Total Channel,6/23/2016,Agriculture,SA,Saul Goodman,Eloise Villaneuva
C013474,C3000,Premier Operations Group,Wholesale,Total Channel,10/25/2011,Agriculture,ZA,Jim Halpert,Mavis Carrillo
C013475,C3000,Synergistic Strategies Resources,Wholesale,Total Channel,9/18/2012,Technology,US-NY,Ricky Roma,Carrie Conrad
C013476,C3000,Vibrant Synthesis Dynamics,Wholesale,Total Channel,5/16/2022,Agriculture,IN,Saul Goodman,Jonathan Wong
C013477,C3000,Digital Concepts Ventures,Wholesale,Total Channel,3/7/2016,Agriculture,IN,Don Draper,Lane Mccan
C013478,C3000,Turbo Research Corporation,Retail,Total Channel,8/25/2016,Retail,CA-ON,Ricky Roma,Kristy Mejia
C013479,C3000,NextGen Enterprises Group,Private Label,Total Channel,9/25/2016,Finance,AR,Saul Goodman,Jacqueline Lo
C013480,C3000,Premier Partners Frameworks,Private Label,Total Channel,10/28/2014,Construction,CA-AB,Saul Goodman,Celina Kaiser
C013481,C3000,Brilliant Matrix Inc.,Distributor,Total Channel,3/17/2012,Retail,BR,Saul Goodman,Celina Kaiser
C013482,C3000,High-Tech Matrix Group,Private Label,Total Channel,11/25/2009,Construction,SE,Jim Halpert,Kristy Mejia
C013483,C3000,Elevated Designs Enterprises,Distributor,Total Channel,9/6/2010,Construction,CA-BC,Don Draper,Jackie Chow
C013484,C3000,Optimized Projects Corporation,Distributor,Total Channel,5/23/2017,Agriculture,CA-ON,Jim Halpert,Matt Lew
C013485,C3000,Elevated Creations Innovations,Private Label,Total Channel,11/11/2012,Construction,SA,Ricky Roma,Eloise Villaneuva
C013486,C3000,Turbo Dynamics Works,Retail,Total Channel,7/31/2019,Agriculture,SE,Jim Halpert,Eloise Villaneuva
C013487,C3000,Hyper Analytics Synergies,Wholesale,Total Channel,8/28/2023,Construction,GB,Saul Goodman,Lane Mccan
C013488,C3000,Progressive Systems Network,Wholesale,Total Channel,7/1/2008,Retail,CA-ON,Ricky Roma,Lane Mccan
C013489,C3000,Cutting-Edge Productions International,Private Label,Total Channel,3/18/2008,Manufacturing,DE,Don Draper,Mikel Perez
C013490,C3000,Intelligent Analytics Solutions,Wholesale,Total Channel,7/4/2011,Technology,ZA,Don Draper,Jean Saheed
C013491,C3000,Innovative Consulting Frameworks,Distributor,Total Channel,3/29/2015,Agriculture,SA,Ricky Roma,Jonathan Wong
C013492,C3000,Future Research Group,Distributor,Total Channel,12/24/2017,Retail,CA-AB,Don Draper,Kristy Mejia
C013493,C3000,Evolving Systems Network,Wholesale,Total Channel,7/29/2020,Manufacturing,GB,Ricky Roma,Matt Lew
C013494,C3000,Vibrant Development Partners,Private Label,Total Channel,10/15/2023,Technology,US-IL,Ricky Roma,Kirby Booth
C013495,C3000,Superior Synthesis Network,Private Label,Total Channel,3/8/2017,Retail,GB,Jim Halpert,Jacqueline Lo
C013496,C3000,Collaborative Matrix Inc.,Private Label,Total Channel,10/2/2020,Manufacturing,SE,Saul Goodman,Jackie Chow
C013497,C3000,Adaptive Focus Innovations,Retail,Total Channel,12/1/2010,Construction,US-CA,Jim Halpert,Matt Lew
C013498,C3000,Pioneering Systems Development,Private Label,Total Channel,12/22/2011,Manufacturing,DE,Don Draper,Kirby Booth
C013499,C3000,Comprehensive Enterprises Innovations,Private Label,Total Channel,9/26/2011,Technology,DE,Ricky Roma,Jacqueline Lo
C013500,C3000,Robust Structures Consortium,Wholesale,Total Channel,4/21/2016,Agriculture,SA,Don Draper,Mikel Perez
C013501,C3000,Synergistic Horizons Dynamics,Distributor,Total Channel,11/11/2013,Technology,FI,Ricky Roma,Clarita Kiefer
C013502,C3000,Synergistic Operations Industries,Retail,Total Channel,5/12/2019,Manufacturing,FR,Saul Goodman,Matt Lew
C013503,C3000,Advanced Labworks Analytics,Distributor,Total Channel,6/8/2015,Construction,ZA,Jim Halpert,Mavis Carrillo
C013504,C3000,Modern Agencies Network,Retail,Total Channel,5/1/2014,Retail,US-NY,Jim Halpert,Shad Jensen
C013505,C3000,Cutting-Edge Productions Enterprises,Retail,Total Channel,5/30/2023,Retail,DE,Ricky Roma,Jackie Chow
C013506,C3000,Profound Insights Ventures,Retail,Total Channel,8/26/2014,Technology,SA,Don Draper,Kirby Booth
C013507,C3000,Innovative Holdings Analytics,Private Label,Total Channel,9/24/2020,Manufacturing,US-NY,Ricky Roma,Lane Mccan
C013508,C3000,Modern Partners Co.,Distributor,Total Channel,6/18/2015,Finance,US-IL,Don Draper,Mavis Carrillo
C013509,C3000,Precise Operations Inc.,Private Label,Total Channel,9/14/2017,Technology,BR,Jim Halpert,Mollie Ahmed
C013510,C3000,NextGen Frameworks Consulting,Distributor,Total Channel,1/29/2017,Agriculture,US-TX,Don Draper,Clarita Kiefer
C013511,C3000,Driven Designs Consultants,Retail,Total Channel,8/7/2016,Manufacturing,AR,Ricky Roma,Mollie Ahmed
C013512,C3000,Superior Technologies Group,Distributor,Total Channel,3/5/2010,Construction,US-CA,Saul Goodman,Clarita Kiefer
C013513,C3000,Elevated Dynamics Enterprises,Private Label,Total Channel,11/23/2023,Agriculture,GB,Don Draper,Clarita Kiefer
C013514,C3000,Expansive Connections Holdings,Retail,Total Channel,6/27/2021,Technology,SE,Saul Goodman,Christa Peters
C013515,C3000,Profound Enterprises Group,Distributor,Total Channel,11/10/2013,Manufacturing,US-CA,Don Draper,Inez Santos
C013516,C3000,Unified Analytics Group,Distributor,Total Channel,11/7/2021,Construction,US-AZ,Jim Halpert,Mikel Perez
C013517,C3000,Visionary Enterprises Global,Distributor,Total Channel,2/1/2023,Technology,GB,Saul Goodman,Shad Jensen
C013518,C3000,NextGen Networks Technologies,Private Label,Total Channel,5/6/2012,Manufacturing,GB,Ricky Roma,Clarita Kiefer
C013519,C3000,Comprehensive Solutions Solutions,Retail,Total Channel,8/28/2010,Manufacturing,US-IL,Jim Halpert,Jacqueline Lo
C013520,C3000,Adaptive Resources Works,Retail,Total Channel,7/24/2020,Construction,DE,Jim Halpert,Jackie Chow
C013521,C3000,Cutting-Edge Concepts Consortium,Retail,Total Channel,1/17/2012,Retail,CA-BC,Saul Goodman,Matt Lew
C013522,C3000,Strategic Insights Solutions,Private Label,Total Channel,9/6/2013,Agriculture,US-CA,Ricky Roma,Lane Mccan
C013523,C3000,Elevated Projects Holdings,Retail,Total Channel,12/26/2020,Technology,GB,Don Draper,Jonathan Wong
C013524,C3000,Superior Labworks Partners,Distributor,Total Channel,2/2/2015,Retail,CA-ON,Don Draper,Jean Saheed
C013525,C3000,Modern Nexus Works,Wholesale,Total Channel,2/26/2023,Construction,US-NY,Ricky Roma,Eloise Villaneuva
C013526,C3000,High-Tech Planning Consulting,Retail,Total Channel,3/13/2020,Technology,US-FL,Don Draper,Mavis Carrillo
C013527,C3000,Dynamic Logistics Works,Wholesale,Total Channel,6/9/2013,Finance,US-CA,Jim Halpert,Kristy Mejia
C013528,C3000,Advanced Strategies Development,Retail,Total Channel,7/30/2013,Manufacturing,BR,Don Draper,Celina Kaiser
C013529,C3000,Pioneering Solutions Solutions,Private Label,Total Channel,11/25/2010,Agriculture,BR,Jim Halpert,Deandre Rushubak
C013530,C3000,Digital Initiatives Partners,Private Label,Total Channel,8/23/2009,Agriculture,BR,Jim Halpert,Jackie Chow
C013531,C3000,Expansive Fabrication Consultants,Wholesale,Total Channel,5/31/2021,Retail,CA-BC,Jim Halpert,Jonathan Wong
C013532,C3000,Progressive Analytics Technologies,Private Label,Total Channel,12/30/2023,Manufacturing,US-TX,Saul Goodman,Jackie Chow
C013533,C3000,Stellar Solutions LLC,Retail,Total Channel,11/19/2011,Manufacturing,FI,Ricky Roma,Jonathan Wong
C013534,C3000,Intelligent Initiatives Corporation,Retail,Total Channel,9/27/2010,Agriculture,US-FL,Jim Halpert,Mavis Carrillo
C013535,C3000,Global Dynamics Solutions,Retail,Total Channel,10/16/2016,Construction,CA-ON,Ricky Roma,Jonathan Wong
C013536,C3000,Cutting-Edge Dynamics Ltd.,Retail,Total Channel,9/13/2008,Technology,SE,Saul Goodman,Lakeisha Grimes
C013537,C3000,Profound Designs Group,Wholesale,Total Channel,6/20/2019,Finance,SE,Jim Halpert,Kristy Mejia
C013538,C3000,Velocity Synthesis Ltd.,Private Label,Total Channel,3/6/2011,Manufacturing,ZA,Don Draper,Jean Saheed
C013539,C3000,NextGen Solutions Holdings,Wholesale,Total Channel,9/24/2018,Finance,ZA,Saul Goodman,Shad Jensen
C013540,C3000,Elevated Solutions Enterprises,Retail,Total Channel,8/25/2021,Technology,SE,Ricky Roma,Jackie Chow
C013541,C3000,Innovative Ventures Ventures,Wholesale,Total Channel,3/7/2018,Construction,DE,Saul Goodman,Jacqueline Lo
C013542,C3000,Streamlined Operations Frameworks,Retail,Total Channel,5/21/2014,Finance,AU,Jim Halpert,Jackie Chow
C013543,C3000,Intelligent Labs Solutions,Distributor,Total Channel,5/28/2011,Manufacturing,SA,Ricky Roma,Mollie Ahmed
C013544,C3000,Noble Engineering Global,Private Label,Total Channel,7/3/2022,Retail,CA-AB,Ricky Roma,Mikel Perez
C013545,C3000,Premier Protocols Ventures,Retail,Total Channel,5/4/2012,Construction,CA-AB,Saul Goodman,Eloise Villaneuva
C013546,C3000,Intelligent Innovations Network,Wholesale,Total Channel,3/30/2022,Agriculture,AR,Ricky Roma,Eloise Villaneuva
C013547,C3000,Hyper Mechanisms Solutions,Private Label,Total Channel,12/14/2012,Retail,ZA,Ricky Roma,Matt Lew
C013548,C3000,Virtual Networks Dynamics,Retail,Total Channel,5/4/2019,Manufacturing,US-FL,Ricky Roma,Jackie Chow
C013549,C3000,Stellar Projects Ventures,Distributor,Total Channel,4/24/2012,Finance,CA-ON,Don Draper,Deandre Rushubak
C013550,C3000,Groundbreaking Networks Enterprises,Distributor,Total Channel,4/7/2022,Technology,CA-ON,Don Draper,Shad Jensen
C013551,C3000,Dynamic Technologies Analytics,Retail,Total Channel,10/25/2008,Construction,US-IL,Jim Halpert,Carrie Conrad
C013552,C3000,Strategic Industries Holdings,Retail,Total Channel,10/27/2021,Retail,AR,Don Draper,Jacqueline Lo
C013553,C3000,Vibrant Frameworks Works,Retail,Total Channel,10/1/2013,Agriculture,FR,Saul Goodman,Inez Santos
C013554,C3000,Global Logistics Co.,Wholesale,Total Channel,12/28/2010,Construction,SA,Don Draper,Celina Kaiser
C013555,C3000,Global Consulting Resources,Retail,Total Channel,12/29/2015,Retail,CA-AB,Jim Halpert,Carrie Conrad
C013556,C3000,Infinite Operations Group,Private Label,Total Channel,11/1/2014,Finance,AU,Don Draper,Eloise Villaneuva
C013557,C3000,Vast Analytics Technologies,Wholesale,Total Channel,6/30/2021,Technology,US-IL,Don Draper,Carrie Conrad
C013558,C3000,Superior Development Industries,Wholesale,Total Channel,9/16/2017,Construction,FI,Saul Goodman,Deandre Rushubak
C013559,C3000,Dynamic Strategies Ventures,Distributor,Total Channel,9/9/2016,Manufacturing,GB,Jim Halpert,Jean Saheed
C013560,C3000,Profound Structures Innovations,Private Label,Total Channel,3/3/2019,Construction,US-IL,Jim Halpert,Clarita Kiefer
C013561,C3000,Progressive Planning Partners,Wholesale,Total Channel,8/19/2021,Manufacturing,BR,Ricky Roma,Lane Mccan
C013562,C3000,Elevated Connections Inc.,Distributor,Total Channel,6/3/2013,Retail,US-AZ,Jim Halpert,Mollie Ahmed
C013563,C3000,Reliable Concepts Group,Wholesale,Total Channel,6/27/2009,Finance,IN,Saul Goodman,Mavis Carrillo
C013564,C3000,Modern Architecture Group,Wholesale,Total Channel,6/20/2013,Agriculture,SE,Jim Halpert,Lakeisha Grimes
C013565,C3000,Superior Concepts Global,Retail,Total Channel,1/25/2015,Manufacturing,CA-AB,Jim Halpert,Mollie Ahmed
C013566,C3000,Dynamic Solutions Partners,Retail,Total Channel,11/29/2023,Finance,GB,Don Draper,Christa Peters
C013567,C3000,Progressive Insights Solutions,Wholesale,Total Channel,7/31/2016,Finance,FI,Don Draper,Shad Jensen
C013568,C3000,High-Tech Labworks Development,Private Label,Total Channel,7/5/2023,Construction,BR,Don Draper,Clarita Kiefer
C013569,C3000,Advanced Innovations Ventures,Retail,Total Channel,4/24/2009,Construction,US-TX,Ricky Roma,Lane Mccan
C013570,C3000,Advanced Operations Co.,Distributor,Total Channel,9/4/2011,Finance,CA-AB,Don Draper,Lakeisha Grimes
C013571,C3000,Advanced Logistics Solutions,Private Label,Total Channel,8/29/2010,Retail,GB,Saul Goodman,Celina Kaiser
C013572,C3000,Expansive Ventures Synergies,Retail,Total Channel,3/11/2018,Agriculture,IN,Saul Goodman,Inez Santos
C013573,C3000,Elite Productions Solutions,Private Label,Total Channel,4/25/2023,Manufacturing,IN,Ricky Roma,Christa Peters
C013574,C3000,Infinite Synthesis Partners,Private Label,Total Channel,10/22/2016,Retail,IN,Jim Halpert,Deandre Rushubak
C013575,C3000,Agile Productions Solutions,Wholesale,Total Channel,5/6/2023,Agriculture,US-AZ,Ricky Roma,Jonathan Wong
C013576,C3000,Turbo Analytics Dynamics,Private Label,Total Channel,9/20/2021,Manufacturing,US-CA,Don Draper,Lakeisha Grimes
C013577,C3000,Elevated Systems International,Private Label,Total Channel,4/10/2010,Agriculture,SA,Ricky Roma,Shad Jensen
C013578,C3000,Innovative Partners Solutions,Retail,Total Channel,3/2/2013,Technology,US-CA,Don Draper,Clarita Kiefer
C013579,C3000,Innovative Fabrication Holdings,Wholesale,Total Channel,6/2/2017,Construction,SA,Ricky Roma,Jacqueline Lo
C013580,C3000,Profound Research Innovations,Distributor,Total Channel,11/18/2015,Finance,DE,Jim Halpert,Jacqueline Lo
C013581,C3000,Turbo Strategies Solutions,Distributor,Total Channel,1/4/2009,Retail,US-CA,Ricky Roma,Jonathan Wong
C013582,C3000,Stellar Concepts Frameworks,Wholesale,Total Channel,7/15/2012,Manufacturing,AU,Ricky Roma,Mollie Ahmed
C013583,C3000,Global Ventures Development,Private Label,Total Channel,2/28/2010,Manufacturing,US-NY,Don Draper,Mikel Perez
C013584,C3000,Revolutionary Dynamics Partners,Retail,Total Channel,12/6/2011,Agriculture,US-TX,Don Draper,Jacqueline Lo
C013585,C3000,Profound Holdings Solutions,Distributor,Total Channel,2/5/2022,Finance,US-IL,Don Draper,Carrie Conrad
C013586,C3000,Empowered Enterprises Dynamics,Private Label,Total Channel,4/16/2009,Technology,US-TX,Ricky Roma,Carrie Conrad
C013587,C3000,Agile Insights Analytics,Wholesale,Total Channel,4/19/2009,Agriculture,AU,Saul Goodman,Christa Peters
C013588,C3000,Turbo Nexus Innovations,Wholesale,Total Channel,10/31/2015,Finance,CA-BC,Saul Goodman,Kirby Booth
C013589,C3000,Agile Networks Holdings,Distributor,Total Channel,9/20/2009,Retail,US-CA,Ricky Roma,Mikel Perez
C013590,C3000,Brilliant Concepts Group,Private Label,Total Channel,2/7/2020,Technology,FI,Don Draper,Jackie Chow
C013591,C3000,Evolving Architecture LLC,Retail,Total Channel,6/3/2014,Agriculture,SE,Jim Halpert,Celina Kaiser
C013592,C3000,Synergistic Analytics International,Private Label,Total Channel,6/28/2023,Construction,US-CA,Don Draper,Lane Mccan
C013593,C3000,Visionary Management Enterprises,Distributor,Total Channel,1/26/2008,Agriculture,FI,Jim Halpert,Shad Jensen
C013594,C3000,Precise Insights Partners,Retail,Total Channel,12/29/2020,Retail,US-CA,Don Draper,Clarita Kiefer
C013595,C3000,Profound Labworks Holdings,Distributor,Total Channel,8/24/2020,Agriculture,US-TX,Don Draper,Eloise Villaneuva
C013596,C3000,Driven Research Innovations,Wholesale,Total Channel,7/5/2018,Technology,CA-ON,Don Draper,Clarita Kiefer
C013597,C3000,Superior Systems Holdings,Retail,Total Channel,10/22/2022,Technology,AR,Ricky Roma,Lane Mccan
C013598,C3000,Quantum Analytics Consultants,Retail,Total Channel,2/19/2021,Manufacturing,US-FL,Don Draper,Jacqueline Lo
C013599,C3000,Turbo Holdings Technologies,Wholesale,Total Channel,2/18/2018,Finance,US-NY,Jim Halpert,Jean Saheed
C013600,C3000,Pioneering Enterprises Holdings,Private Label,Total Channel,6/22/2018,Agriculture,AR,Don Draper,Kirby Booth
C013601,C3000,Bold Consulting Enterprises,Private Label,Total Channel,7/20/2008,Construction,US-AZ,Don Draper,Eloise Villaneuva
C013602,C3000,Quantum Connections Analytics,Distributor,Total Channel,11/11/2014,Construction,US-IL,Don Draper,Shad Jensen
C013603,C3000,Stellar Systems Frameworks,Private Label,Total Channel,5/22/2010,Agriculture,CA-AB,Jim Halpert,Carrie Conrad
C013604,C3000,Innovative Focus International,Private Label,Total Channel,8/2/2008,Manufacturing,AR,Don Draper,Jackie Chow
C013605,C3000,Vibrant Designs Consultants,Private Label,Total Channel,2/19/2016,Technology,FI,Jim Halpert,Eloise Villaneuva
C013606,C3000,Collaborative Matrix Consultants,Distributor,Total Channel,12/11/2022,Retail,FR,Jim Halpert,Jacqueline Lo
C013607,C3000,Stellar Agencies Ventures,Private Label,Total Channel,4/17/2017,Construction,GB,Ricky Roma,Clarita Kiefer
C013608,C3000,Advanced Strategies Partners,Wholesale,Total Channel,5/29/2019,Construction,FR,Don Draper,Celina Kaiser
